Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_Salary,Max_Salary,Min_Emp,Max_emp
Data Scientist,$31 -$56  (Glassdoor est.),2.9,"Pragmatics, Inc.",United States,"Reston, VA",201to500 ,1985.0,Company - Private,IT Services,Information Technology,500000000.0,,31000.0,56000.0,201.0,500.0
Decision Scientist,$31 -$56  (Glassdoor est.),4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001to10000 ,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,2000000000.0,"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",31000.0,56000.0,5001.0,10000.0
Data Scientist,$31 -$56  (Glassdoor est.),4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1to50 ,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,1002500000.0,,31000.0,56000.0,1.0,50.0
Data Scientist - TS/SCI FSP or CI Required,$31 -$56  (Glassdoor est.),5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1to50 ,2011.0,Company - Private,IT Services,Information Technology,5000000.0,,31000.0,56000.0,1.0,50.0
"Data Scientist, Applied Machine Learning - Bay Area",$95 -$119  (Glassdoor est.),3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5000000.0,,95000.0,119000.0,501.0,1000.0
Data Scientist,$95 -$119  (Glassdoor est.),3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",1001to5000 ,2019.0,Company - Private,Internet,Information Technology,5000000.0,Zola Registry,95000.0,119000.0,1001.0,5000.0
Data Scientist,$95 -$119  (Glassdoor est.),3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1to50 ,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,5000000.0,,95000.0,119000.0,1.0,50.0
Data Scientist,$95 -$119  (Glassdoor est.),4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1to50 ,,Company - Private,Accounting,Accounting & Legal,5000000.0,,95000.0,119000.0,1.0,50.0
Data Analyst,$95 -$119  (Glassdoor est.),3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51to200 ,2012.0,Company - Public,Consulting,Business Services,5000000.0,,95000.0,119000.0,51.0,200.0
Data Scientist,$95 -$119  (Glassdoor est.),3.4,Dice.com,"Newton, MA","Denver, CO",201to500 ,1990.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,500000000.0,"Monster Worldwide, CareerBuilder, Craigslist",95000.0,119000.0,201.0,500.0
Data Scientist,$95 -$119  (Glassdoor est.),3.5,Gap Inc.,"San Francisco, CA","San Francisco, CA",10000+ ,1969.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,252500000.0,"H&M, Inditex, Fast Retailing",95000.0,119000.0,10000.0,
Data Scientist,$95 -$119  (Glassdoor est.),4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1to50 ,,Company - Private,,,5000000.0,,95000.0,119000.0,1.0,50.0
Data Scientist,$95 -$119  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,7857142.857142857,,95000.0,119000.0,,
Data Scientist,$95 -$119  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,10714285.714285715,,95000.0,119000.0,,
Data Scientist,$95 -$119  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,13571428.57142857,,95000.0,119000.0,,
Data Scientist,$95 -$119  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,16428571.42857143,,95000.0,119000.0,,
Data Scientist,$95 -$119  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,19285714.285714287,,95000.0,119000.0,,
Data Scientist,$95 -$119  (Glassdoor est.),,Hatch Data Inc,"San Francisco, CA",,,,,,,22142857.14285714,,95000.0,119000.0,,
Data Scientist,$95 -$119  (Glassdoor est.),4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1to50 ,1988.0,Company - Private,Staffing & Outsourcing,Business Services,25000000.0,,95000.0,119000.0,1.0,50.0
Data Scientist,$95 -$119  (Glassdoor est.),4.0,New York Technology Partners,"Seattle, WA","Jersey City, NJ",51to200 ,1999.0,Company - Private,Computer Hardware & Software,Information Technology,25000000.0,,95000.0,119000.0,51.0,200.0
Data Scientist,$95 -$119  (Glassdoor est.),4.0,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",1to50 ,,Company - Private,Staffing & Outsourcing,Business Services,5000000.0,,95000.0,119000.0,1.0,50.0
Data Scientist,$95 -$119  (Glassdoor est.),,Sophinea,"Chantilly, VA",,1to50 ,,Unknown,,,15000000.0,,95000.0,119000.0,1.0,50.0
Data Scientist,$95 -$119  (Glassdoor est.),4.7,CRS Group,"Chicago, IL","Itasca, IL",51to200 ,1994.0,Company - Private,Staffing & Outsourcing,Business Services,25000000.0,,95000.0,119000.0,51.0,200.0
Data Scientist,$95 -$119  (Glassdoor est.),3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51to200 ,1998.0,Company - Private,Consulting,Business Services,50000000.0,,95000.0,119000.0,51.0,200.0
Data Scientist - TS/SCI Required,$95 -$119  (Glassdoor est.),5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1to50 ,2011.0,Company - Private,IT Services,Information Technology,5000000.0,,95000.0,119000.0,1.0,50.0
Senior Principal Data Scientist (Python/R),$212 -$331  (Glassdoor est.),4.1,Roche,"Pleasanton, CA","Basel, Switzerland",10000+ ,1896.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1004000000.0,"Novartis, AstraZeneca, Siemens Healthineers",212000.0,331000.0,10000.0,
"Real World Science, Data Scientist",$212 -$331  (Glassdoor est.),4.0,AstraZeneca,"Wilmington, DE","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2003000000.0,"Roche, GlaxoSmithKline, Novartis",212000.0,331000.0,10000.0,
Data Scientist,$212 -$331  (Glassdoor est.),3.6,Creative Circle,United States,"Los Angeles, CA",201to500 ,2002.0,Company - Public,Staffing & Outsourcing,Business Services,3002000000.0,"Aquent, 24 Seven Talent",212000.0,331000.0,201.0,500.0
Data Scientist(s)/Machine Learning Engineer,$212 -$331  (Glassdoor est.),5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1to50 ,1987.0,Company - Private,Staffing & Outsourcing,Business Services,4001000000.0,,212000.0,331000.0,1.0,50.0
Senior Data Scientist,$212 -$331  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,212000.0,331000.0,5001.0,10000.0
Data Scientist,$212 -$331  (Glassdoor est.),4.7,Sharpedge Solutions Inc,"Seattle, WA","Lombard, IL",Unknown,,Company - Private,Publishing,Media,5000000000.0,,212000.0,331000.0,,
Data Scientist,$212 -$331  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,212000.0,331000.0,5001.0,10000.0
Data Scientist,$212 -$331  (Glassdoor est.),3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX","Honolulu, HI",501to1000 ,,Government,,,3000000000.0,,212000.0,331000.0,501.0,1000.0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$212 -$331  (Glassdoor est.),3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001to5000 ,1947.0,Nonprofit Organization,Research & Development,Business Services,1000000000.0,"Los Alamos National Laboratory, Battelle, SRI International",212000.0,331000.0,1001.0,5000.0
Data Scientist,$212 -$331  (Glassdoor est.),2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51to200 ,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,752500000.0,,212000.0,331000.0,51.0,200.0
Data Science Software Engineer,$212 -$331  (Glassdoor est.),4.8,Klaviyo,"Boston, MA","Boston, MA",201to500 ,2012.0,Company - Private,Computer Hardware & Software,Information Technology,505000000.0,,212000.0,331000.0,201.0,500.0
"Scientist / Group Lead, Cancer Biology",$212 -$331  (Glassdoor est.),,Monte Rosa Therapeutics,"Cambridge, MA",,,,,,,257500000.0,,212000.0,331000.0,,
Data Scientist,$212 -$331  (Glassdoor est.),4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51to200 ,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,10000000.0,,212000.0,331000.0,51.0,200.0
Data Scientist,$212 -$331  (Glassdoor est.),3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51to200 ,2010.0,Company - Public,IT Services,Information Technology,25000000.0,,212000.0,331000.0,51.0,200.0
"Manager, Field Application Scientist, Southeast",$212 -$331  (Glassdoor est.),4.2,10x Genomics,"Raleigh, NC","Pleasanton, CA",501to1000 ,2012.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,512500000.0,,212000.0,331000.0,501.0,1000.0
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,$212 -$331  (Glassdoor est.),3.9,Southwest Research Institute,"Dayton, OH","San Antonio, TX",1001to5000 ,1947.0,Nonprofit Organization,Research & Development,Business Services,1000000000.0,"Los Alamos National Laboratory, Battelle, SRI International",212000.0,331000.0,1001.0,5000.0
Data Scientist,$212 -$331  (Glassdoor est.),,CompuForce,"New York, NY","New York, NY",Unknown,,Company - Private,,,833333333.3333334,,212000.0,331000.0,,
Data Scientist,$212 -$331  (Glassdoor est.),4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1to50 ,1980.0,Company - Private,Staffing & Outsourcing,Business Services,666666666.6666667,"Kforce, PageGroup, Robert Half",212000.0,331000.0,1.0,50.0
Scientist - Machine Learning,$212 -$331  (Glassdoor est.),3.5,Allen Institute,"Seattle, WA","Seattle, WA",201to500 ,2003.0,Nonprofit Organization,Research & Development,Business Services,500000000.0,,212000.0,331000.0,201.0,500.0
Data Scientist,$212 -$331  (Glassdoor est.),2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001to5000 ,1976.0,Company - Public,Wholesale,Business Services,2000000000.0,,212000.0,331000.0,1001.0,5000.0
Data Scientist,$212 -$331  (Glassdoor est.),3.5,Aptive,"Washington, DC","Alexandria, VA",51to200 ,2012.0,Company - Private,Consulting,Business Services,50000000.0,,212000.0,331000.0,51.0,200.0
Data Scientist - Image and Video Analytics,$66 -$112  (Glassdoor est.),4.9,The Mom Project,"Longmont, CO","Chicago, IL",1to50 ,2016.0,Company - Private,Staffing & Outsourcing,Business Services,50000000.0,,66000.0,112000.0,1.0,50.0
Data Scientist,$66 -$112  (Glassdoor est.),3.6,Powertek,"Washington, DC","Rockville, MD",51to200 ,2001.0,Company - Private,IT Services,Information Technology,50000000.0,,66000.0,112000.0,51.0,200.0
Data Scientist,$66 -$112  (Glassdoor est.),5.0,JCD Staffing,"Washington, DC","Germantown, MD",1to50 ,,Company - Private,,,27500000.0,,66000.0,112000.0,1.0,50.0
Data Scientist,$66 -$112  (Glassdoor est.),3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1to50 ,2001.0,Company - Private,Staffing & Outsourcing,Business Services,5000000.0,,66000.0,112000.0,1.0,50.0
Senior Data Engineer,$66 -$112  (Glassdoor est.),3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501to1000 ,2009.0,Company - Private,Internet,Information Technology,27500000.0,,66000.0,112000.0,501.0,1000.0
Data Scientist,$66 -$112  (Glassdoor est.),3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL",51to200 ,1986.0,Company - Private,IT Services,Information Technology,50000000.0,,66000.0,112000.0,51.0,200.0
Machine Learning Scientist / Engineer,$66 -$112  (Glassdoor est.),4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ ,1976.0,Company - Public,Computer Hardware & Software,Information Technology,1025000000.0,"Google, Microsoft, Samsung Electronics",66000.0,112000.0,10000.0,
Data Scientist,$66 -$112  (Glassdoor est.),4.1,Kforce,"Fairfax, VA","Tampa, FL",10000+ ,1966.0,Company - Public,Staffing & Outsourcing,Business Services,2000000000.0,,66000.0,112000.0,10000.0,
Sr. Data Scientist,$66 -$112  (Glassdoor est.),3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201to500 ,2011.0,Company - Private,Travel Agencies,Travel & Tourism,1250000000.0,,66000.0,112000.0,201.0,500.0
"Intelligence Data Analyst, Senior",$66 -$112  (Glassdoor est.),4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501to1000 ,2010.0,Company - Private,IT Services,Information Technology,500000000.0,"ManTech, Booz Allen Hamilton, Leidos",66000.0,112000.0,501.0,1000.0
Data Science Analyst,$66 -$112  (Glassdoor est.),4.4,OppLoans,"Chicago, IL","Chicago, IL",201to500 ,2012.0,Company - Private,Lending,Finance,500000000.0,,66000.0,112000.0,201.0,500.0
Data Scientist,$66 -$112  (Glassdoor est.),3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001to5000 ,1999.0,Company - Private,IT Services,Information Technology,100000000.0,,66000.0,112000.0,1001.0,5000.0
Data Scientist,$66 -$112  (Glassdoor est.),3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001to10000 ,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",550000000.0,"South Carolina Electric & Gas, Virginia Electric and Power",66000.0,112000.0,5001.0,10000.0
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,$66 -$112  (Glassdoor est.),3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001to5000 ,1947.0,Nonprofit Organization,Research & Development,Business Services,1000000000.0,"Los Alamos National Laboratory, Battelle, SRI International",66000.0,112000.0,1001.0,5000.0
Data Scientist,$66 -$112  (Glassdoor est.),3.9,Brillient,"Silver Spring, MD","Reston, VA",501to1000 ,2006.0,Company - Private,IT Services,Information Technology,50000000.0,,66000.0,112000.0,501.0,1000.0
Data Modeler (Analytical Systems),$66 -$112  (Glassdoor est.),3.7,MassMutual,"Boston, MA","Springfield, MA",5001to10000 ,1851.0,Company - Private,Insurance Carriers,Insurance,50000000.0,,66000.0,112000.0,5001.0,10000.0
Data Scientist,$66 -$112  (Glassdoor est.),2.9,Xator Corporation,"Washington, DC","Reston, VA",501to1000 ,,Contract,IT Services,Information Technology,50000000.0,,66000.0,112000.0,501.0,1000.0
Data Scientist,$66 -$112  (Glassdoor est.),4.6,HAN IT Staffing Inc.,"New York, NY","Totowa, NJ",51to200 ,2012.0,Company - Private,IT Services,Information Technology,37500000.0,,66000.0,112000.0,51.0,200.0
Data Scientist,$66 -$112  (Glassdoor est.),3.4,Infinitive Inc,"McLean, VA","Cedar Rapids, IA",201to500 ,1997.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,25000000.0,,66000.0,112000.0,201.0,500.0
"Data Engineer (Analytics, SQL, Python, AWS)",$66 -$112  (Glassdoor est.),4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ ,1853.0,Company - Public,Insurance Carriers,Insurance,262500000.0,,66000.0,112000.0,10000.0,
Data Scientist 3 (718),$128 -$201  (Glassdoor est.),3.3,Amyris,"Emeryville, CA","Emeryville, CA",201to500 ,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500000000.0,,128000.0,201000.0,201.0,500.0
Data Scientist,$128 -$201  (Glassdoor est.),4.3,Lightspeed Systems,"Austin, TX","Austin, TX",51to200 ,1999.0,Company - Private,Computer Hardware & Software,Information Technology,50000000.0,,128000.0,201000.0,51.0,200.0
Senior Data Scientist,$128 -$201  (Glassdoor est.),3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501to1000 ,2009.0,Company - Private,Internet,Information Technology,200000000.0,,128000.0,201000.0,501.0,1000.0
Senior Data Analyst - Finance & Platform Analytics,$128 -$201  (Glassdoor est.),3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001to5000 ,2011.0,Subsidiary or Business Segment,Internet,Information Technology,350000000.0,,128000.0,201000.0,1001.0,5000.0
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),$128 -$201  (Glassdoor est.),4.7,New Relic,"Portland, OR","San Francisco, CA",1001to5000 ,2008.0,Company - Public,Computer Hardware & Software,Information Technology,500000000.0,"AppDynamics, Datadog, Dynatrace",128000.0,201000.0,1001.0,5000.0
IT Partner Digital Health Technology and Data Science,$128 -$201  (Glassdoor est.),3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001to10000 ,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,625000000.0,,128000.0,201000.0,5001.0,10000.0
Data Scientist,$128 -$201  (Glassdoor est.),,HireAi,"San Francisco, CA",,,,,,,750000000.0,,128000.0,201000.0,,
"Senior Machine Learning Scientist - Bay Area, CA",$128 -$201  (Glassdoor est.),3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,875000000.0,,128000.0,201000.0,501.0,1000.0
Data Scientist,$128 -$201  (Glassdoor est.),3.3,ICW Group,"San Diego, CA","San Diego, CA",501to1000 ,1972.0,Company - Private,Insurance Carriers,Insurance,1000000000.0,"Liberty Mutual Insurance, EMPLOYERS, Travelers",128000.0,201000.0,501.0,1000.0
Clinical Data Analyst,$128 -$201  (Glassdoor est.),3.8,NYSTEC,"New York, NY","Rome, NY",51to200 ,1996.0,Nonprofit Organization,Consulting,Business Services,50000000.0,"KPMG, Accenture, Deloitte",128000.0,201000.0,51.0,200.0
Data Scientist,$128 -$201  (Glassdoor est.),4.5,E3 Federal Solutions,"Chantilly, VA","McLean, VA",501to1000 ,2004.0,Company - Private,Consulting,Business Services,50000000.0,,128000.0,201000.0,501.0,1000.0
Data Engineer,$128 -$201  (Glassdoor est.),4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51to200 ,2005.0,Company - Private,Federal Agencies,Government,50000000.0,,128000.0,201000.0,51.0,200.0
Data Scientist Technical Specialist,$128 -$201  (Glassdoor est.),3.4,Peraton,"Chantilly, VA","Herndon, VA",1001to5000 ,2017.0,Company - Private,Aerospace & Defense,Aerospace & Defense,2000000000.0,,128000.0,201000.0,1001.0,5000.0
Senior Data Scientist,$128 -$201  (Glassdoor est.),3.1,Group O,"Chicago, IL","Milan, IL",1001to5000 ,1974.0,Company - Private,Staffing & Outsourcing,Business Services,1000000000.0,,128000.0,201000.0,1001.0,5000.0
Data Science Manager,$128 -$201  (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001to10000 ,1982.0,Company - Public,Computer Hardware & Software,Information Technology,5000000000.0,,128000.0,201000.0,5001.0,10000.0
Computer Vision / Deep Learning Scientist,$128 -$201  (Glassdoor est.),3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501to1000 ,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2750000000.0,,128000.0,201000.0,501.0,1000.0
Big Data Engineer,$128 -$201  (Glassdoor est.),4.1,CaptiveAire,"Raleigh, NC","Raleigh, NC",1001to5000 ,1976.0,Company - Private,Industrial Manufacturing,Manufacturing,500000000.0,,128000.0,201000.0,1001.0,5000.0
Data Architect,$128 -$201  (Glassdoor est.),4.2,LSQ,"Orlando, FL","Orlando, FL",51to200 ,1996.0,Company - Private,Investment Banking & Asset Management,Finance,500000000.0,,128000.0,201000.0,51.0,200.0
Machine Learning Engineer,$128 -$201  (Glassdoor est.),3.9,Temboo,"New York, NY","New York, NY",1to50 ,,Company - Private,IT Services,Information Technology,1000000000.0,,128000.0,201000.0,1.0,50.0
Data Scientist,$128 -$201  (Glassdoor est.),,Kibo,"Philadelphia, PA","Marbella, Spain",Unknown,,Company - Public,,,1500000000.0,,128000.0,201000.0,,
Aviation AI/ML Data Scientist,$128 -$201  (Glassdoor est.),3.3,MITRE,"McLean, VA","Bedford, MA",5001to10000 ,1958.0,Nonprofit Organization,Federal Agencies,Government,2000000000.0,"Battelle, General Atomics, SAIC",128000.0,201000.0,5001.0,10000.0
Data Scientist,$138 -$158  (Glassdoor est.),3.9,Mars,United States,"Mc Lean, VA",10000+ ,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,1012500000.0,,138000.0,158000.0,10000.0,
Data Scientist / Applied Mathematician,$138 -$158  (Glassdoor est.),4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51to200 ,2003.0,Company - Private,Computer Hardware & Software,Information Technology,25000000.0,,138000.0,158000.0,51.0,200.0
"Machine Learning Engineer, Sr.",$138 -$158  (Glassdoor est.),4.2,AeroVironment,"Simi Valley, CA","Simi Valley, CA",501to1000 ,1971.0,Company - Public,Aerospace & Defense,Aerospace & Defense,500000000.0,"General Atomics, Boeing, Northrop Grumman",138000.0,158000.0,501.0,1000.0
Data Scientist (TS/SCI w/ Poly),$138 -$158  (Glassdoor est.),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,138000.0,158000.0,5001.0,10000.0
Weapons and Sensors Engineer/Scientist,$138 -$158  (Glassdoor est.),4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001to5000 ,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,500000000.0,,138000.0,158000.0,1001.0,5000.0
Applied Computer Scientist,$138 -$158  (Glassdoor est.),4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201to500 ,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,500000000.0,,138000.0,158000.0,201.0,500.0
Senior Data Analyst,$138 -$158  (Glassdoor est.),4.5,Novetta,"Herndon, VA","Mc Lean, VA",501to1000 ,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,500000000.0,"Leidos, CACI International, Booz Allen Hamilton",138000.0,158000.0,501.0,1000.0
Information Systems Engineering Specialist (Engineering Scientist),$138 -$158  (Glassdoor est.),3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501to1000 ,,College / University,Colleges & Universities,Education,714285714.2857143,,138000.0,158000.0,501.0,1000.0
Cloud Data Engineer (Azure),$138 -$158  (Glassdoor est.),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ ,1933.0,Other Organization,Banks & Credit Unions,Finance,928571428.5714285,,138000.0,158000.0,10000.0,
Scientist/Research Associate-Metabolic Engineering,$138 -$158  (Glassdoor est.),2.0,Conagen,"New Bedford, MA","Bedford, MA",51to200 ,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1142857142.857143,,138000.0,158000.0,51.0,200.0
"Vice President, Biometrics and Clinical Data Management",$138 -$158  (Glassdoor est.),4.8,Alector,"South San Francisco, CA","South San Francisco, CA",51to200 ,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1357142857.142857,,138000.0,158000.0,51.0,200.0
Enterprise Data Analyst (Enterprise Portfolio Management Office),$138 -$158  (Glassdoor est.),3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ ,1933.0,Other Organization,Banks & Credit Unions,Finance,1571428571.4285715,,138000.0,158000.0,10000.0,
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$138 -$158  (Glassdoor est.),3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001to10000 ,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,1785714285.7142859,,138000.0,158000.0,5001.0,10000.0
Lead Data Scientist – Network Analysis and Control,$138 -$158  (Glassdoor est.),3.3,MITRE,"Bedford, MA","Bedford, MA",5001to10000 ,1958.0,Nonprofit Organization,Federal Agencies,Government,2000000000.0,"Battelle, General Atomics, SAIC",138000.0,158000.0,5001.0,10000.0
Senior Machine Learning Engineer,$138 -$158  (Glassdoor est.),5.0,LifeOmic,"Raleigh, NC","Indianapolis, IN",51to200 ,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,1341666666.6666665,,138000.0,158000.0,51.0,200.0
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",$138 -$158  (Glassdoor est.),4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",51to200 ,,Company - Public,,,683333333.3333333,,138000.0,158000.0,51.0,200.0
Data Engineer,$138 -$158  (Glassdoor est.),3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51to200 ,1992.0,Company - Private,Advertising & Marketing,Business Services,25000000.0,,138000.0,158000.0,51.0,200.0
Developer III - Data Science,$138 -$158  (Glassdoor est.),3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001to5000 ,1996.0,Company - Public,Health Care Services & Hospitals,Health Care,2000000000.0,,138000.0,158000.0,1001.0,5000.0
Senior Data Engineer,$138 -$158  (Glassdoor est.),2.9,Affinity Solutions,"New York, NY","New York, NY",51to200 ,1998.0,Company - Private,Advertising & Marketing,Business Services,3500000000.0,"Commerce Signals, Cardlytics, Yodlee",138000.0,158000.0,51.0,200.0
Hydrogen/Tritium Materials Scientist (Experienced),$138 -$158  (Glassdoor est.),3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",10000+ ,1949.0,Government,Federal Agencies,Government,5000000000.0,"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",138000.0,158000.0,10000.0,
Data Engineer,$138 -$158  (Glassdoor est.),3.5,Maxar Technologies,"McLean, VA","Westminster, CO",5001to10000 ,,Company - Public,Aerospace & Defense,Aerospace & Defense,5000000000.0,,138000.0,158000.0,5001.0,10000.0
Patient Safety- Associate Data Scientist,$80 -$132  (Glassdoor est.),4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,5000000000.0,"Roche, GlaxoSmithKline, Novartis",80000.0,132000.0,10000.0,
Senior Data Scientist,$80 -$132  (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001to10000 ,1982.0,Company - Public,Computer Hardware & Software,Information Technology,5000000000.0,,80000.0,132000.0,5001.0,10000.0
Data Scientist,$80 -$132  (Glassdoor est.),3.4,USI,"Southfield, MI","Saint Paul, MN",1001to5000 ,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",500000000.0,,80000.0,132000.0,1001.0,5000.0
Data Scientist,$80 -$132  (Glassdoor est.),3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ ,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,366666666.6666667,"Pfizer, AstraZeneca, Merck",80000.0,132000.0,10000.0,
Data Scientist,$80 -$132  (Glassdoor est.),3.8,CIA,"Washington, DC","Langley, VA",Unknown,1947.0,Government,Federal Agencies,Government,233333333.33333334,,80000.0,132000.0,,
Data Scientist,$80 -$132  (Glassdoor est.),4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201to500 ,2008.0,Company - Private,Consulting,Business Services,100000000.0,,80000.0,132000.0,201.0,500.0
Data Scientist,$80 -$132  (Glassdoor est.),4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",51to200 ,2009.0,Company - Private,Advertising & Marketing,Business Services,25000000.0,,80000.0,132000.0,51.0,200.0
